Date,Price,Open,High,Low,Vol.,Change %
2020-10-19,24400,24401,24889,24400,68.12K,0.00%
2020-10-16,24401,25124,25124,24050,105.31K,-1.63%
2020-10-15,24805,25198,25650,24701,80.79K,-1.57%
2020-10-14,25200,25999,25999,24690,88.09K,-2.33%
2020-10-13,25800,25990,25990,25232,49.18K,-0.73%
2020-10-09,25990,25800,25990,24801,82.41K,0.74%
2020-10-08,25799,25000,25799,25000,71.63K,3.20%
2020-10-07,25000,25000,25000,24354,49.96K,0.16%
2020-10-06,24960,25000,25348,24744,153.73K,-0.16%
2020-10-05,25000,25546,25546,25000,42.01K,-2.12%
2020-10-02,25541,24602,25541,24201,40.15K,2.17%
2020-10-01,24999,25001,25001,24602,197.55K,0.80%
2020-09-30,24800,24400,24800,24010,37.42K,2.27%
2020-09-29,24250,24200,24300,23701,65.65K,-0.20%
2020-09-28,24299,24001,24468,24001,60.08K,0.00%
2020-09-25,24300,24200,24300,24005,14.20K,0.41%
2020-09-24,24200,23750,24580,23750,89.87K,2.54%
2020-09-23,23600,24199,24335,23600,296.30K,-2.48%
2020-09-22,24199,24105,24600,24101,59.94K,0.41%
2020-09-21,24100,24500,24500,24000,50.46K,-1.97%
2020-09-17,24585,24200,24585,23950,90.56K,1.59%
2020-09-16,24200,24300,24301,24100,51.08K,-0.40%
2020-09-15,24297,24300,24350,24100,91.75K,0.19%
2020-09-14,24250,24830,25000,24201,26.77K,-2.34%
2020-09-11,24830,25000,25000,23925,93.72K,3.33%
2020-09-10,24030,24620,24933,24014,62.94K,-2.38%
2020-09-09,24615,25201,25420,24600,33.90K,-2.32%
2020-09-08,25200,25310,25701,24950,40.94K,-0.43%
2020-09-07,25310,25997,25997,25100,33.62K,0.00%
2020-09-04,25310,25999,26000,25249,52.34K,-1.81%
2020-09-03,25777,25650,26110,25000,80.88K,2.47%
2020-09-02,25155,24500,26150,24498,105.96K,2.68%
2020-09-01,24498,24750,24800,24490,73.70K,-0.01%
2020-08-31,24500,25400,25400,24338,238.83K,-3.30%
2020-08-28,25335,24810,26000,24810,61.19K,2.16%
2020-08-27,24800,24700,25000,24029,177.54K,0.57%
2020-08-26,24660,24970,25198,24500,59.22K,-1.24%
2020-08-25,24970,25600,25714,24707,103.42K,-1.52%
2020-08-24,25355,25500,25647,25298,48.84K,-0.06%
2020-08-21,25371,25600,25840,25352,63.57K,-0.44%
2020-08-20,25483,25900,25999,25400,61.12K,-1.08%
2020-08-19,25761,26400,26400,25761,53.80K,-1.59%
2020-08-18,26177,26195,26497,26100,82.30K,-0.05%
2020-08-17,26190,25700,26200,25700,92.48K,2.50%
2020-08-14,25551,26860,26860,25551,62.58K,-0.48%
2020-08-13,25675,25750,25988,25200,195.59K,2.07%
2020-08-12,25154.7,25701.1,25778.21,25130.9,132.28K,-0.47%
2020-08-11,25274.64,25710.62,25940.99,25228,64.85K,-1.51%
2020-08-10,25661.12,25702.06,25940.04,25464.07,34.27K,0.31%
2020-08-07,25581.16,25702.06,25796.3,25510.72,40.66K,0.60%
