Date,Price,Open,High,Low,Vol.,Change %
2020-08-26,2494.9,2540,2570,2470,1.98M,-2.92%
2020-08-25,2570,2660,2660,2542.3,1.82M,-3.38%
2020-08-24,2660,2651.3,2698,2610,777.03K,0.38%
2020-08-21,2649.9,2695,2695,2610,1.27M,-1.67%
2020-08-20,2695,2705.1,2715.9,2657,1.19M,-1.43%
2020-08-19,2734,2800,2810,2725,1.34M,-2.01%
2020-08-18,2790,2845,2845,2759.8,2.76M,-1.27%
2020-08-17,2826,2830,2833,2760.1,1.33M,0.35%
2020-08-14,2816.1,2757,2820,2750,2.44M,2.03%
2020-08-13,2760,2849,2880,2731,3.96M,-1.95%
2020-08-12,2814.9,2730,2814.9,2729,3.68M,4.22%
2020-08-11,2701,2675,2735,2675,2.08M,1.16%
2020-08-10,2670,2705,2745,2653,938.28K,-0.93%
2020-08-07,2695,2700,2725,2682.2,1.00M,0.56%
2020-08-06,2680,2648,2700,2616,1.27M,1.71%
2020-08-05,2635,2688,2697.9,2585,2.31M,-0.23%
2020-08-04,2641,2694,2720,2630,2.91M,-1.97%
2020-08-03,2694,2701,2735,2655,1.51M,-0.22%
2020-07-31,2700,2634.6,2740,2634.6,2.46M,2.48%
2020-07-30,2634.6,2644,2644,2563,2.72M,-1.21%
2020-07-29,2667,2715.7,2715.8,2606,2.39M,-2.07%
2020-07-28,2723.3,2699,2775.1,2699,3.98M,0.86%
2020-07-27,2700,2655.2,2700,2650.2,2.05M,3.44%
2020-07-24,2610.1,2520,2610.1,2501,9.23M,3.90%
2020-07-23,2512.2,2500,2565,2482,7.40M,0.49%
2020-07-22,2500,2430.6,2589.1,2413,3.15M,2.86%
2020-07-21,2430.6,2420,2454,2390,3.62M,0.65%
2020-07-20,2415,2500,2510.1,2405,3.45M,-4.92%
2020-07-17,2540,2600,2633,2502.1,2.80M,-3.61%
2020-07-15,2635,2845.1,2858,2618.8,8.54M,-5.22%
2020-07-14,2780,2711.5,2789,2681.1,4.32M,2.77%
2020-07-13,2705,2657,2750,2655,6.96M,2.27%
2020-07-10,2645,2690.1,2691,2621,3.78M,-1.64%
2020-07-09,2689,2700,2728.9,2600,7.21M,-3.79%
2020-07-08,2795,2874.5,2874.5,2740,20.09M,-2.95%
2020-07-07,2880,2818.6,2898,2750,4.12M,1.59%
2020-07-06,2835,2882,2949,2830,6.05M,-0.18%
