Date,Price,Open,High,Low,Vol.,Change %
2020-04-01,4806.67,4866.25,5054.94,4617.98,617.75K,-1.23%
2020-03-31,4866.35,5059.22,5253.67,4866.35,1.56M,-0.91%
2020-03-30,4910.94,4816.6,5045.01,4791.77,1.54M,3.02%
2020-03-27,4766.94,4468.02,4965.66,4399.49,1.13M,5.96%
2020-03-26,4498.8,4369.3,4831.5,4319.94,1.76M,2.26%
2020-03-25,4399.49,4270.39,4558.39,4176.04,1.43M,8.05%
2020-03-24,4071.76,4190.94,4369.7,4071.76,889.60K,0.00%
2020-03-23,4071.86,4369.7,4409.42,4071.76,1.05M,-3.53%
2020-03-20,4220.73,4722.25,4722.25,4220.73,3.09M,-3.65%
2020-03-19,4380.62,4469.01,4766.94,4369.7,1.02M,0.23%
2020-03-18,4370.69,4716.1,4716.1,4270.48,713.27K,-9.26%
2020-03-17,4816.6,5164.19,5412.47,4816.6,1.79M,-4.90%
2020-03-16,5064.58,5551.4,5551.4,4965.86,811.13K,-12.32%
2020-03-13,5776.04,5958.68,6057.99,5611.49,877.89K,1.66%
2020-03-12,5681.6,6106.65,6106.65,5681.6,908.43K,-8.68%
2020-03-11,6221.85,6206.96,6256.61,6158.29,743.51K,-0.95%
2020-03-10,6281.44,6455.23,6555.54,6216.99,552.44K,1.20%
2020-03-09,6206.96,6306.27,6445.3,6107.65,907.14K,-5.29%
2020-03-06,6553.95,6614.13,6651.87,6504.89,467.76K,-1.50%
2020-03-05,6654.06,6701.53,6701.53,6554.55,537.64K,-0.74%
2020-03-04,6703.51,6604.2,6754.16,6604.2,745.99K,2.27%
2020-03-03,6554.55,6555.64,6851.49,6465.17,873.60K,0.00%
2020-03-02,6554.55,6316.2,6624.06,6316.2,621.34K,3.95%
2020-02-28,6305.27,6356.22,6594.27,6305.27,1.26M,-3.23%
2020-02-27,6515.42,6555.54,6643.93,6331.1,476.93K,-0.61%
2020-02-26,6555.54,6753.17,6753.17,6554.55,433.05K,-2.64%
2020-02-25,6733.31,6753.27,6951.79,6703.51,456.87K,-2.60%
2020-02-24,6913.06,7001.55,7061.03,6913.06,162.90K,-3.85%
2020-02-21,7190.14,7150.41,7249.73,7071.06,430.77K,0.56%
2020-02-20,7150.41,7200.07,7298.39,7130.55,301.38K,-1.88%
2020-02-19,7287.46,7348.04,7448.35,7160.74,324.84K,-0.82%
2020-02-18,7348.04,7249.73,7487.97,7249.73,258.28K,-2.64%
2020-02-17,7547.66,7637.04,7637.04,7448.35,45.17K,-1.17%
2020-02-14,7637.04,7672.79,7672.79,7449.34,355.69K,-0.38%
2020-02-13,7665.84,7666.83,7666.83,7499,1.29M,-0.30%
2020-02-12,7688.68,7547.66,7716.49,7468.31,761.73K,2.00%
2020-02-11,7537.73,7348.94,7547.66,7299.38,486.66K,2.85%
2020-02-10,7329.17,7325.4,7329.17,7249.73,262.79K,-1.60%
2020-02-07,7448.35,7472.18,7478.14,7311.3,147.60K,-1.32%
2020-02-06,7547.66,7372.18,7567.52,7372.18,436.24K,2.38%
2020-02-05,7372.18,7215.06,7382.8,7132.44,562.61K,2.24%
